,Number of Vehicles,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2553,2,4,4,2,5,0,0,0,32,6
2554,3,0,4,2,5,1,0,0,26,6
2555,2,0,4,2,1,0,0,1,42,6
2556,2,0,4,2,1,0,0,1,26,6
2557,5,4,0,4,1,0,0,1,76,6
2558,5,4,0,4,1,0,0,1,43,6
2559,3,4,4,4,5,0,0,0,21,6
2560,3,4,4,4,5,0,0,1,37,6
2561,3,4,4,4,5,1,0,0,17,6
2562,2,3,0,1,1,0,0,1,43,6
2563,1,4,0,4,1,1,0,0,43,1
2564,2,2,4,4,5,0,0,1,44,6
2565,2,2,4,4,5,1,0,1,24,6
2566,1,4,4,2,5,0,0,1,18,6
2567,1,2,4,4,1,2,0,0,11,6
2568,1,4,4,1,5,2,0,1,35,6
2569,1,4,4,4,1,1,0,1,71,1
2570,1,4,4,2,1,2,0,1,20,6
2571,2,0,4,4,1,0,0,1,33,5
2572,2,0,4,2,1,0,0,1,35,5
2573,2,0,4,2,1,0,0,0,20,3
2574,2,2,4,0,5,0,0,0,36,6
2575,2,0,0,4,1,0,0,1,26,2
2576,3,0,4,4,1,0,0,0,51,6
2577,3,0,4,4,1,0,0,1,81,6
2578,3,0,4,4,1,0,0,1,42,6
2579,3,0,4,4,1,1,0,0,77,6
2580,2,4,4,4,1,1,0,0,30,6
2581,2,4,4,2,1,0,0,0,40,6
2582,2,4,4,2,1,1,0,0,62,6
2583,2,0,4,2,1,0,0,0,52,6
2584,2,0,4,2,1,1,0,0,9,6
2585,2,0,4,2,1,1,0,0,7,6
2586,1,0,0,2,1,0,1,1,22,6
2587,1,0,0,2,1,1,0,0,32,6
2588,2,0,0,4,1,0,0,1,43,3
2589,1,0,4,2,1,0,0,1,77,6
2590,2,4,4,1,1,1,0,1,17,6
2591,2,4,4,1,1,1,0,1,19,6
2592,2,4,4,2,5,0,0,1,30,5
2593,2,4,4,2,5,0,0,1,27,6
2594,4,3,4,2,1,0,0,0,25,6
2595,4,3,4,2,1,0,0,0,25,6
2596,1,3,4,2,5,0,0,0,19,6
2597,1,4,0,4,1,2,0,1,19,6
2598,1,4,0,2,1,1,0,1,21,6
2599,1,4,0,2,1,1,1,1,19,6
2600,3,0,4,4,5,0,0,1,45,6
2601,3,0,4,4,5,0,0,1,22,6
2602,3,0,4,4,5,1,0,0,29,6
2603,1,4,0,3,1,0,1,1,32,6
2604,2,2,0,4,1,0,0,0,18,6
2605,2,2,0,4,1,1,0,0,53,6
2606,1,0,0,4,1,2,1,0,11,6
2607,1,4,0,4,1,1,0,0,20,1
2608,2,2,4,2,5,1,0,0,23,6
2609,2,0,0,4,1,0,0,0,62,6
2610,2,2,0,4,1,0,0,0,56,6
2611,2,2,0,4,1,0,0,1,33,6
2612,2,0,4,4,1,0,1,1,42,5
2613,1,3,0,4,1,0,0,1,21,6
2614,2,0,4,2,1,0,0,1,21,6
2615,1,0,4,1,1,1,1,1,26,6
2616,2,0,4,2,1,0,1,0,28,6
2617,2,4,0,4,1,0,0,1,30,5
2618,1,4,4,4,1,1,0,1,17,6
2619,1,4,4,4,1,0,0,0,19,6
2620,1,4,0,4,1,1,0,0,33,1
2621,2,4,4,4,1,0,0,0,19,6
2622,3,4,0,2,1,0,0,0,39,6
2623,3,4,0,2,1,0,0,1,24,6
2624,2,4,4,2,3,0,0,1,21,6
2625,2,0,4,4,5,0,0,1,24,5
2626,1,0,0,4,1,1,0,0,32,1
2627,1,0,0,4,1,1,0,0,39,1
2628,1,0,0,2,1,2,0,1,17,6
2629,2,4,0,2,1,0,0,0,60,6
2630,1,4,0,4,1,1,0,1,12,1
2631,1,4,0,4,1,1,0,1,35,1
2632,1,4,0,4,1,1,0,0,12,1
2633,2,0,4,2,1,0,0,1,26,5
2634,3,3,0,2,1,0,0,1,35,6
2635,3,3,0,2,1,0,0,0,38,6
2636,2,4,0,2,1,0,0,1,38,1
2637,2,4,4,4,1,0,0,1,74,6
2638,2,4,4,4,1,1,1,0,29,6
2639,2,4,4,4,1,0,0,1,29,6
2640,1,3,0,2,1,0,1,1,25,6
2641,1,0,0,2,1,2,0,1,19,6
2642,4,3,4,1,3,0,0,0,36,6
2643,1,4,4,2,5,2,0,0,21,6
2644,2,0,4,1,5,0,0,0,35,6
2645,2,4,0,4,1,0,0,1,39,6
2646,2,4,0,4,1,1,0,0,41,6
2647,1,4,4,2,5,2,0,0,20,6
2648,1,0,4,2,5,2,1,0,52,6
2649,3,4,4,4,1,0,0,0,23,6
2650,3,4,4,4,1,0,0,1,57,6
2651,1,4,4,2,5,2,0,0,22,6
2652,1,4,4,2,4,2,0,1,22,6
2653,2,4,4,3,3,0,0,1,57,6
2654,2,4,4,3,3,1,0,0,42,6
2655,3,0,4,2,1,0,0,1,30,6
2656,2,4,4,2,4,0,0,0,24,6
2657,3,0,0,4,1,0,0,1,48,6
2658,2,0,0,4,1,0,0,1,39,6
2659,2,0,0,1,1,0,1,1,20,5
2660,1,4,4,2,5,2,0,1,27,6
2661,1,4,4,2,1,2,1,1,45,6
2662,1,4,0,4,1,0,0,1,40,6
2663,1,4,0,4,1,1,0,0,67,6
2664,2,0,0,4,1,0,0,0,29,5
2665,1,4,4,2,3,2,0,0,12,6
2666,1,4,0,2,1,2,0,1,38,6
2667,2,0,0,2,1,0,0,0,21,6
2668,2,0,0,2,1,1,0,0,24,6
2669,2,0,4,2,1,0,0,0,67,6
2670,1,4,4,2,1,2,1,0,50,6
2671,2,0,0,4,1,0,0,1,27,6
2672,2,4,4,4,1,0,0,1,16,3
2673,1,3,4,4,1,0,0,1,24,3
2674,1,4,0,4,1,0,0,1,16,6
2675,1,4,4,2,5,0,0,0,20,6
2676,1,4,4,2,5,1,0,0,20,6
2677,1,4,4,2,5,1,0,1,19,6
2678,1,4,4,2,1,0,0,1,37,2
2679,2,4,4,2,1,0,0,1,24,3
2680,2,4,4,2,5,1,0,1,4,6
2681,1,4,4,4,5,2,0,1,11,6
2682,2,4,4,4,5,2,1,0,51,6
2683,2,4,4,4,1,0,0,0,45,6
2684,4,3,4,4,5,0,0,0,25,6
2685,4,3,4,4,5,0,0,1,38,6
2686,1,4,0,4,1,2,0,1,49,6
2687,3,4,4,4,1,0,0,0,23,6
2688,2,4,4,4,1,1,0,0,41,6
2689,1,4,4,2,4,1,0,1,50,1
2690,2,4,0,1,1,0,0,1,42,3
2691,2,0,4,2,5,0,0,1,51,6
2692,3,4,4,4,1,0,1,1,22,3
2693,2,2,4,2,4,0,0,0,31,6
2694,1,4,4,2,5,2,1,1,20,6
2695,2,0,4,2,0,0,0,1,26,3
2696,1,4,0,2,1,1,0,0,28,6
2697,2,4,4,0,5,0,0,1,36,6
2698,2,4,4,0,5,0,0,0,53,6
2699,2,4,4,2,5,1,0,0,18,6
2700,2,3,4,4,5,1,0,0,30,6
2701,1,4,4,4,5,2,0,0,11,6
2702,2,4,4,4,4,0,0,0,32,6
2703,1,0,0,4,1,1,0,0,44,1
2704,1,4,0,4,1,2,0,1,7,6
2705,2,4,4,2,1,0,0,1,30,6
2706,2,4,4,2,1,1,0,1,25,6
2707,2,0,0,2,1,0,0,1,44,5
2708,1,0,4,4,5,2,1,0,53,2
2709,2,2,4,2,0,0,0,1,43,6
2710,2,2,4,2,5,0,0,1,61,3
2711,2,4,0,4,1,0,0,1,59,6
2712,4,1,0,0,0,0,0,1,17,6
2713,4,1,0,0,0,0,0,1,53,2
2714,1,4,0,2,1,2,0,1,34,6
2715,2,4,0,1,1,0,0,1,30,6
2716,2,1,0,4,0,0,0,0,36,6
2717,2,4,4,4,1,0,0,0,38,6
2718,2,4,4,4,1,0,0,0,70,6
2719,2,4,4,4,1,0,0,1,55,5
2720,2,4,0,4,1,0,0,0,43,6
2721,2,4,4,2,1,0,0,1,22,6
2722,2,4,4,4,1,1,0,0,65,1
2723,2,0,4,1,1,0,0,1,39,6
2724,2,4,0,1,1,0,0,1,30,3
2725,2,2,0,4,1,0,0,0,16,6
2726,2,2,4,2,1,0,1,1,43,5
2727,1,0,4,2,1,0,0,1,37,3
2728,1,0,4,2,1,2,0,0,21,3
2729,1,4,4,2,5,2,1,0,70,6
2730,2,4,0,4,1,1,0,0,54,1
2731,2,4,4,2,5,0,1,1,45,3
2732,2,4,0,4,1,1,0,0,24,6
2733,2,4,0,4,1,0,0,0,33,6
2734,2,4,0,4,1,1,0,0,38,6
2735,2,4,0,4,1,1,0,1,26,6
2736,3,3,4,2,5,1,0,0,15,6
2737,3,3,4,2,5,1,0,0,15,6
2738,1,4,4,4,1,2,0,0,12,6
2739,2,4,0,4,1,0,0,1,60,6
2740,2,0,4,2,4,0,0,1,39,6
2741,1,0,0,4,1,2,0,1,13,6
2742,2,4,0,2,1,0,0,1,53,6
2743,2,4,0,2,1,1,0,1,19,6
2744,2,4,0,2,1,1,0,0,10,6
2745,2,4,4,2,5,0,0,1,48,6
2746,1,0,4,2,0,2,0,1,13,6
2747,2,2,4,4,1,0,0,1,52,6
2748,1,4,0,2,1,2,1,1,11,6
2749,2,0,0,4,1,0,0,0,19,5
2750,2,0,4,2,4,0,0,1,56,6
2751,1,2,4,4,1,2,0,0,85,6
2752,1,4,4,4,5,1,1,0,69,1
2753,1,3,4,2,1,0,0,1,44,6
2754,1,3,4,2,1,1,0,1,38,6
2755,2,4,0,4,1,0,1,1,25,3
2756,1,4,4,2,1,2,0,0,52,6
2757,3,0,4,2,1,2,0,1,18,6
2758,2,4,0,4,1,0,0,0,83,6
2759,2,4,4,4,1,1,0,0,60,1
2760,2,0,0,2,1,0,0,1,25,6
2761,2,0,0,2,1,1,0,1,19,6
2762,2,4,0,2,1,0,0,0,34,6
2763,2,4,0,2,1,1,0,0,13,6
2764,2,4,0,2,1,0,0,0,25,6
2765,2,4,4,2,1,1,0,0,22,6
2766,2,4,4,2,1,1,0,1,18,6
2767,3,0,4,4,1,0,0,0,47,6
2768,3,0,4,4,1,0,0,0,75,6
2769,3,0,4,4,1,1,1,1,12,6
2770,1,4,0,4,1,2,0,0,37,1
2771,1,4,4,2,1,2,0,1,56,6
2772,1,4,4,2,5,2,0,1,17,6
2773,1,0,4,4,4,2,0,1,23,6
2774,1,4,4,2,5,1,0,1,27,1
2775,1,4,4,4,1,0,0,1,19,6
2776,1,4,4,4,1,1,0,0,17,6
2777,1,4,4,4,1,1,0,1,19,6
2778,1,4,4,4,1,1,0,0,18,6
2779,1,4,4,3,1,0,0,0,35,6
2780,1,4,4,3,1,1,0,1,42,6
2781,2,0,4,2,2,0,0,1,54,6
2782,1,0,4,0,5,0,0,1,21,6
2783,3,0,4,2,5,0,1,1,55,6
2784,2,4,0,2,1,0,0,0,25,6
2785,2,0,0,4,1,0,0,1,46,5
2786,1,4,4,0,1,1,0,0,17,6
2787,4,4,4,4,1,0,0,1,80,6
2788,2,0,2,4,1,0,0,1,37,5
2789,2,4,0,4,1,1,0,1,8,1
2790,1,0,4,4,1,0,0,0,25,3
2791,1,4,2,4,1,2,0,1,12,6
2792,1,4,4,2,5,2,0,1,14,6
2793,1,0,2,1,1,0,1,1,28,3
2794,2,0,4,2,5,0,0,1,41,6
2795,1,4,0,1,1,2,0,1,36,6
2796,2,4,4,2,0,0,0,0,35,6
2797,2,4,4,4,1,1,0,1,36,6
2798,2,4,4,4,1,0,0,1,21,6
2799,2,4,4,4,1,0,0,1,23,6
2800,1,0,4,2,1,2,0,1,74,6
2801,2,4,0,4,1,1,0,1,18,6
2802,2,4,4,2,5,0,0,1,30,6
2803,2,0,4,2,1,0,0,1,20,6
2804,2,0,4,2,1,0,0,0,35,6
2805,2,0,4,2,1,2,0,0,22,6
2806,2,0,4,2,1,2,0,1,23,6
2807,2,0,0,2,1,0,0,1,33,6
2808,2,1,0,4,1,0,0,1,58,6
2809,2,4,4,2,1,0,0,0,37,5
2810,2,4,0,4,1,2,1,1,19,6
2811,1,0,4,4,1,0,1,1,20,6
2812,2,0,4,2,1,0,0,0,38,6
2813,2,0,4,2,1,0,0,0,36,6
2814,2,4,4,4,1,0,0,1,44,6
2815,2,0,4,2,1,0,0,1,28,6
2816,2,0,4,2,1,1,0,1,38,6
2817,2,0,0,2,1,0,1,1,21,6
2818,2,0,0,2,1,0,1,1,18,6
2819,1,0,4,2,5,0,0,1,21,6
2820,1,0,4,2,5,1,0,1,22,6
2821,1,0,4,2,5,1,0,0,19,6
2822,1,0,4,2,5,1,0,0,16,6
2823,1,4,0,4,1,2,1,0,11,1
2824,1,4,0,4,1,2,0,0,11,1
2825,2,0,4,1,1,0,0,1,28,5
2826,2,4,4,4,1,0,1,0,80,6
2827,2,4,4,4,1,0,0,1,34,6
2828,2,4,0,2,1,0,0,1,60,6
2829,2,4,0,2,1,0,0,1,35,6
2830,1,0,0,4,1,2,0,0,42,6
2831,1,4,0,4,1,2,0,0,50,1
2832,2,3,0,4,1,0,0,1,39,6
2833,2,3,0,4,1,1,0,0,28,6
2834,2,0,0,4,1,0,0,0,39,6
2835,2,0,0,4,1,1,0,1,13,6
2836,1,0,4,2,5,2,0,1,59,6
2837,1,0,0,4,1,1,0,1,60,1
2838,2,0,4,2,5,0,0,1,45,6
2839,2,0,4,2,5,1,1,0,22,6
2840,2,0,4,2,5,1,0,0,21,6
2841,2,0,4,2,5,0,0,0,50,6
2842,2,0,4,2,5,1,0,1,63,6
2843,2,0,4,2,5,1,0,1,56,6
2844,2,0,4,2,1,0,0,1,19,6
2845,1,0,4,2,5,2,0,0,44,6
2846,1,0,4,1,5,2,0,1,21,6
2847,2,4,0,4,1,0,0,0,74,6
2848,1,3,4,4,1,1,0,0,34,6
2849,2,4,0,1,1,0,0,1,39,6
2850,2,4,0,1,1,1,0,0,6,6
2851,2,4,0,1,1,1,0,0,34,6
2852,2,4,0,1,1,1,0,0,13,6
2853,2,4,0,1,1,1,0,0,12,6
2854,1,4,4,2,1,2,1,0,13,6
2855,2,4,0,4,1,0,0,0,32,6
2856,2,0,4,2,8,1,0,0,36,6
2857,2,0,0,2,1,0,0,0,19,6
2858,2,0,4,2,1,0,0,1,34,3
2859,2,0,0,4,1,0,0,1,72,6
2860,9,1,4,2,3,0,0,0,39,6
2861,9,1,4,2,3,0,0,1,53,6
2862,9,1,4,2,3,0,0,1,35,6
2863,9,1,4,2,3,1,0,1,41,6
2864,2,0,0,4,1,0,0,0,58,6
2865,3,4,4,2,1,0,0,1,47,6
2866,3,4,4,2,1,0,0,0,20,6
2867,2,3,4,2,1,0,0,0,36,6
2868,2,3,0,0,1,0,0,0,25,6
2869,1,0,4,2,1,0,0,1,75,6
2870,1,0,4,4,1,2,1,0,12,6
2871,2,4,4,2,1,0,0,1,16,3
2872,2,4,4,4,1,0,0,0,42,6
2873,2,3,0,4,1,0,0,0,42,6
2874,3,3,0,2,1,0,0,1,35,6
2875,3,3,0,2,1,0,0,1,46,6
2876,1,4,0,2,1,1,0,1,25,1
2877,2,3,0,4,1,0,0,1,22,6
2878,3,4,4,2,1,0,0,1,25,6
2879,3,4,4,2,1,0,0,1,36,6
2880,3,4,4,2,1,1,0,0,34,6
2881,3,4,4,2,1,1,0,0,26,6
2882,1,2,4,2,1,2,0,0,16,6
2883,2,4,0,4,1,0,1,1,38,3
2884,2,0,4,4,1,0,1,1,54,6
2885,2,0,4,4,1,0,1,0,57,6
2886,1,4,4,2,1,2,1,0,18,6
2887,1,4,4,2,5,0,1,0,20,6
2888,2,4,4,4,1,0,0,1,19,5
2889,1,4,0,4,1,2,1,0,16,6
2890,1,4,0,1,1,2,0,0,17,6
2891,2,3,0,2,1,0,0,1,49,6
2892,2,0,0,2,1,0,0,1,45,3
2893,1,4,0,2,1,2,0,1,77,6
2894,1,4,4,4,1,1,0,0,72,1
2895,1,4,4,2,1,2,0,1,18,6
2896,5,3,4,2,3,1,0,0,21,6
2897,2,0,4,4,1,0,0,0,43,6
2898,1,4,4,4,1,0,0,1,49,2
2899,1,4,4,2,1,2,0,1,24,6
2900,2,2,0,2,1,0,0,1,23,3
2901,14,3,4,0,2,0,0,1,27,6
2902,14,3,4,0,2,0,0,1,39,6
2903,14,3,4,0,2,0,0,1,33,6
2904,14,3,4,0,2,1,0,0,27,6
2905,14,3,4,0,2,1,0,0,37,6
2906,14,3,4,0,2,1,0,0,35,6
2907,1,4,4,4,1,0,0,0,45,6
2908,1,4,4,4,1,1,0,1,48,6
2909,3,0,4,2,1,0,0,0,28,6
2910,3,0,4,2,1,1,0,0,51,6
2911,2,1,0,4,1,1,0,1,60,6
2912,2,1,0,4,1,1,0,1,53,6
2913,1,4,4,4,1,2,0,1,33,6
2914,1,0,4,2,1,0,0,1,27,6
2915,2,4,0,1,1,0,0,1,31,6
2916,1,0,0,2,1,2,1,0,34,6
2917,3,1,0,4,1,0,0,1,45,6
2918,3,1,0,4,1,1,0,0,39,6
2919,2,3,0,4,1,1,0,0,36,6
2920,2,3,0,4,1,1,0,0,7,6
2921,1,0,4,4,1,0,0,0,82,6
2922,2,0,4,4,1,0,0,0,36,6
2923,1,4,0,2,1,2,0,0,25,6
2924,1,4,0,2,1,2,0,0,23,6
2925,2,4,4,4,1,0,0,1,58,1
2926,2,4,4,4,1,1,0,0,67,1
2927,2,4,4,4,1,1,0,1,54,1
2928,2,4,4,4,1,1,0,0,45,1
2929,2,0,0,4,1,1,0,0,25,6
2930,2,4,0,2,1,0,0,0,27,6
2931,1,4,0,2,1,2,1,1,61,6
2932,2,0,4,2,1,2,1,1,26,6
2933,2,4,4,2,5,0,0,0,18,6
2934,2,4,4,2,5,0,0,1,18,6
2935,2,4,4,2,5,1,0,1,18,6
2936,2,4,4,2,5,1,0,1,19,6
2937,2,4,4,2,1,0,1,1,18,3
2938,2,4,4,2,5,0,0,1,21,5
2939,2,4,0,4,1,0,0,1,35,6
2940,2,4,0,4,1,1,0,0,31,6
2941,3,0,4,2,5,0,0,0,34,6
2942,2,4,0,4,1,0,0,1,19,6
2943,2,0,4,4,1,0,0,1,39,6
2944,2,4,4,2,1,0,0,0,39,6
2945,1,0,4,4,5,2,0,0,15,6
2946,2,0,4,2,3,0,0,1,30,6
2947,3,0,4,2,1,0,0,1,49,6
2948,3,0,4,4,1,0,0,1,54,6
2949,3,0,4,4,1,0,0,1,44,6
2950,3,0,4,4,5,0,0,0,43,6
2951,3,0,4,4,5,1,0,1,80,6
2952,2,4,4,2,1,0,0,1,25,6
2953,1,0,4,2,5,2,0,0,17,6
2954,3,4,4,4,5,0,0,0,30,6
2955,3,4,4,4,5,0,0,1,18,2
2956,3,4,4,4,5,1,0,1,31,2
2957,2,4,4,2,1,0,0,0,32,6
2958,2,4,0,4,1,0,0,1,20,6
2959,2,4,0,4,1,1,0,0,21,6
2960,2,0,4,2,5,0,0,0,39,6
2961,2,0,4,2,5,1,0,1,39,6
2962,2,0,4,2,5,1,0,1,19,6
2963,2,0,4,4,2,0,0,1,30,6
2964,1,4,0,4,1,1,0,0,23,1
2965,4,3,4,2,1,0,0,1,53,6
2966,4,3,4,2,1,0,0,0,31,6
2967,1,4,0,4,1,2,0,1,73,6
2968,2,4,4,2,6,1,0,0,62,6
2969,1,4,0,1,1,2,0,0,50,6
2970,1,4,4,4,1,2,1,0,91,6
2971,3,4,3,4,7,0,0,0,27,6
2972,1,4,3,2,1,1,0,1,66,1
2973,1,0,3,4,1,0,0,1,28,6
2974,2,4,2,0,1,0,0,1,62,6
2975,3,4,3,4,7,2,1,0,61,6
2976,2,0,3,4,7,2,0,1,18,6
2977,2,4,3,2,7,1,0,0,54,1
2978,2,4,3,4,7,0,0,0,38,6
2979,2,4,3,4,7,0,0,0,46,1
2980,1,4,2,2,1,2,0,1,41,6
2981,2,4,4,2,1,0,0,1,43,6
2982,2,4,2,4,7,1,0,0,15,6
2983,2,4,2,4,7,1,0,0,16,6
2984,2,4,2,4,7,0,0,1,45,2
2985,2,2,4,4,1,0,0,1,43,6
2986,2,2,4,4,1,0,0,1,25,6
2987,5,3,4,4,1,0,0,0,50,6
2988,5,3,4,4,1,0,0,1,29,6
2989,5,3,4,4,1,1,0,1,20,6
2990,5,3,4,4,1,1,0,1,20,6
2991,2,4,2,1,1,0,0,1,22,6
2992,2,4,2,1,1,0,0,1,40,1
2993,2,0,4,4,7,0,0,1,75,6
2994,2,0,4,4,7,0,0,1,37,6
2995,2,0,4,4,7,1,0,0,54,6
2996,2,2,4,4,1,0,0,1,41,5
2997,2,4,2,4,1,0,0,0,29,6
2998,2,4,2,4,1,0,0,1,53,6
2999,3,3,2,2,1,0,1,1,47,6
3000,3,3,2,2,1,0,0,0,18,6
3001,3,3,2,2,1,1,1,0,45,6
3002,3,3,2,2,1,0,0,1,52,6
3003,3,3,2,2,1,1,0,0,50,6
3004,2,0,3,4,3,0,0,1,34,6
3005,2,4,4,4,1,0,0,1,28,6
3006,1,4,3,1,7,0,0,1,31,6
3007,1,4,4,4,1,2,0,1,46,1
3008,2,4,4,2,1,0,0,1,55,6
3009,2,4,4,2,1,0,0,1,19,6
3010,2,0,4,4,1,0,0,1,58,6
3011,2,0,3,2,1,0,0,1,62,6
3012,4,0,3,4,3,0,0,0,42,6
3013,2,4,4,4,1,0,0,0,23,6
3014,2,4,4,4,1,1,0,0,67,6
3015,2,4,2,2,7,2,0,1,60,6
3016,1,4,4,4,1,2,0,0,77,6
3017,1,3,3,2,7,0,0,1,24,6
3018,1,0,2,2,2,0,0,0,45,6
3019,1,3,4,0,2,0,1,1,41,6
3020,1,4,3,2,7,0,0,0,36,6
3021,2,0,3,2,2,0,0,1,21,6
3022,2,4,2,4,7,0,0,1,53,6
3023,3,4,2,2,3,2,0,1,39,6
3024,3,4,2,2,3,2,0,0,34,6
3025,2,4,2,2,3,2,0,1,44,6
3026,3,4,2,2,1,2,0,1,37,6
3027,4,3,0,4,1,0,0,1,35,6
3028,4,3,0,4,1,1,1,0,30,6
3029,4,3,0,4,1,1,1,0,10,6
3030,4,3,0,4,1,1,0,1,9,6
3031,4,3,0,4,1,1,0,0,4,6
3032,4,3,0,4,1,1,0,0,9,6
3033,4,3,0,4,1,1,0,1,54,6
3034,4,3,0,4,1,0,0,1,39,6
3035,2,0,4,4,1,1,0,0,12,6
3036,2,0,0,2,1,0,0,1,34,6
3037,8,4,2,2,3,0,0,1,32,6
3038,2,0,4,4,1,1,0,0,35,6
3039,2,0,4,4,1,1,0,1,1,6
3040,2,4,2,2,1,0,1,1,30,6
3041,2,4,2,2,1,1,1,1,34,6
3042,1,4,2,2,1,2,0,1,16,2
3043,1,4,2,2,1,2,0,0,24,2
3044,1,0,4,2,1,0,1,1,28,6
3045,1,0,4,2,1,1,0,0,22,6
3046,2,4,4,2,1,1,0,0,41,6
3047,2,2,4,2,1,0,0,1,27,6
3048,2,4,4,2,5,0,0,1,19,6
3049,2,4,4,2,5,0,0,1,25,6
3050,2,4,4,2,5,0,0,1,19,5
3051,1,4,0,4,1,1,0,0,75,1
3052,4,3,0,1,1,0,0,1,42,6
3053,1,3,0,4,1,0,0,1,26,6
3054,2,4,4,2,1,1,0,0,5,6
3055,2,4,4,4,1,0,0,1,38,6
3056,2,4,4,4,1,1,0,0,24,6
